minutes, ingredients
394292, 65, 3
21930, 65, 8
290710, 3, 6
6761, 65, 9
518910, 30, 11
36270, 40, 8
193738, 5, 3
148359, 45, 17
316263, 15, 5
388380, 65, 14
348961, 65, 15
463217, 65, 8
286957, 45, 13
233817, 55, 16
302994, 65, 8
68732, 65, 3
477885, 30, 5
415875, 40, 16
80219, 20, 6
32358, 5, 7
322396, 30, 11
296334, 22, 7
350832, 48, 14
58369, 60, 14
279811, 40, 5
173067, 45, 12
51671, 40, 8
256722, 65, 6
200856, 35, 10
81942, 30, 9
450967, 65, 8
55842, 15, 6
218663, 65, 11
466209, 65, 12
424328, 60, 4
535319, 65, 20
149265, 20, 7
387919, 65, 16
254138, 65, 13
436995, 15, 8
156506, 50, 18
276656, 40, 10
7786, 0, 9
252034, 65, 10
339679, 55, 7
262332, 65, 8
188853, 65, 13
152737, 15, 4
442091, 65, 13
77015, 65, 12
350954, 60, 12
270402, 65, 3
461488, 65, 12
154555, 65, 8
295708, 30, 7
33690, 12, 7
428853, 37, 4
71661, 25, 5
29733, 65, 15
97468, 65, 7
168927, 65, 8
208571, 50, 7
329893, 28, 7
282999, 45, 14
45132, 55, 8
190325, 35, 6
92716, 45, 9
16366, 65, 13
218898, 65, 3
452700, 25, 9
73950, 40, 7
62303, 25, 9
394910, 45, 9
211566, 65, 17
32760, 65, 12
257375, 60, 14
75314, 65, 20
3800, 25, 9
157328, 35, 10
136441, 65, 10
359493, 45, 6
261215, 45, 14
292386, 45, 7
400242, 25, 10
32691, 65, 15
210258, 10, 4
178771, 5, 4
169532, 65, 7
23749, 35, 12
98783, 10, 4
29411, 65, 12
505093, 65, 17
108170, 65, 16
100950, 30, 6
278581, 25, 4
178531, 35, 12
142013, 25, 7
87092, 30, 10
379478, 65, 9
118786, 65, 11
185106, 60, 8
324921, 65, 9
311576, 5, 3
169974, 15, 13
475432, 45, 7
199974, 40, 10
41400, 58, 5
397373, 50, 7
95072, 65, 7
87554, 40, 6
57350, 5, 6
372351, 5, 4
4992, 0, 9
81891, 10, 8
242920, 65, 6
293772, 40, 7
70384, 65, 10
10443, 30, 10
155046, 10, 8
174114, 30, 10
12061, 65, 18
421405, 65, 11
363009, 20, 10
211201, 65, 11
339768, 30, 11
427840, 25, 7
355608, 65, 10
103497, 65, 13
70994, 65, 9
341435, 22, 8
226194, 10, 8
112865, 30, 7
17320, 65, 15
278286, 65, 10
378378, 5, 4
268606, 35, 12
296470, 65, 7
396089, 65, 11
10504, 45, 7
422809, 55, 9
162954, 65, 5
294593, 13, 9
484809, 65, 8
53369, 60, 11
116561, 42, 12
187281, 22, 3
220871, 10, 16
100400, 30, 7
277429, 45, 7
209006, 30, 7
360396, 55, 6
155973, 18, 6
81875, 65, 11
6474, 65, 11
192823, 30, 6
89037, 15, 7
439143, 65, 15
200418, 40, 11
98901, 65, 9
165073, 20, 9
63388, 5, 6
449841, 22, 7
345391, 50, 11
274073, 60, 14
223, 65, 9
316988, 26, 7
26061, 10, 10
393426, 5, 4
213766, 20, 6
438624, 20, 8
131827, 65, 6
326059, 30, 9
264765, 30, 9
41513, 65, 6
129392, 35, 11
291441, 65, 16
447221, 65, 9
32931, 10, 14
294245, 25, 5
210414, 40, 7
118237, 33, 2
195820, 30, 3
96154, 40, 8
30863, 65, 4
357985, 10, 4
127269, 35, 10
246414, 55, 8
280453, 65, 7
338498, 12, 7
286965, 65, 6
234793, 42, 9
324406, 28, 8
19821, 15, 6
225250, 25, 5
92477, 45, 9
13588, 25, 10
42753, 65, 8
375815, 65, 14
158632, 60, 11
121494, 65, 15
433047, 35, 9
303597, 65, 6
58567, 20, 7
52869, 30, 6
463748, 40, 13
363977, 65, 7
475307, 5, 4
122067, 15, 6
55895, 35, 13
154157, 5, 4
119735, 5, 4
180891, 30, 5
198027, 35, 6
36219, 20, 7
28148, 45, 9
75310, 65, 19
142374, 10, 8
360022, 32, 9
89158, 15, 4
482289, 65, 9
91526, 30, 3
283608, 40, 5
32719, 5, 3
506226, 8, 3
273012, 65, 11
191433, 5, 4
456264, 20, 9
271011, 50, 11
64211, 65, 10
130691, 11, 6
39128, 65, 7
67840, 65, 11
82065, 26, 8
252171, 35, 7
140781, 30, 6
505293, 25, 10
153393, 13, 15
25861, 15, 6
418137, 50, 5
195696, 65, 10
351761, 65, 10
137007, 65, 10
181572, 5, 6
447878, 30, 6
483257, 65, 7
279130, 35, 17
137744, 60, 3
180357, 45, 11
40577, 10, 3
113773, 45, 15
135142, 30, 9
79141, 65, 7
118080, 28, 10
69580, 65, 11
401098, 35, 9
11518, 10, 4
198519, 10, 4
303061, 30, 11
60056, 40, 5
484017, 65, 12
66443, 65, 7
463306, 65, 9
72951, 35, 14
382219, 9, 7
214319, 60, 12
91867, 5, 6
178003, 40, 11
277579, 7, 4
204909, 40, 3
279029, 10, 4
321592, 40, 9
205204, 30, 6
401631, 20, 7
126679, 6, 3
12709, 65, 11
474109, 65, 7
35408, 65, 15
368362, 65, 10
363058, 30, 9
257957, 15, 10
131612, 50, 13
368124, 50, 10
517347, 20, 6
84855, 65, 5
70847, 8, 2
282716, 10, 12
149176, 65, 10
184528, 65, 3
424908, 5, 4
198467, 20, 7
91986, 40, 7
36112, 65, 13
257127, 25, 3
234150, 15, 6
75425, 35, 14
76697, 65, 6
61870, 40, 9
242328, 31, 3
99570, 50, 5
326684, 20, 9
46686, 30, 8
48079, 65, 7
409671, 65, 15
507478, 50, 11
335931, 65, 17
303966, 1, 2
185878, 55, 7
378410, 30, 10
31917, 45, 8
220350, 15, 14
97513, 30, 4
226358, 35, 7
267379, 65, 15
392602, 20, 8
415824, 65, 17
134736, 40, 11
16173, 12, 7
409582, 65, 8
230318, 50, 10
210284, 45, 7
94546, 65, 16
43572, 65, 13
357969, 65, 18
307310, 20, 7
286817, 50, 3
380857, 65, 12
313337, 65, 19
38858, 65, 5
101315, 5, 10
262641, 65, 11
409912, 40, 8
315648, 65, 12
240220, 27, 12
47287, 65, 12
254663, 30, 7
493431, 65, 17
192289, 10, 3
233639, 65, 6
25249, 60, 13
183946, 5, 7
273987, 30, 5
244628, 45, 3
171578, 10, 3
337101, 40, 8
174152, 10, 3
132645, 5, 10
175969, 10, 6
360217, 6, 7
228159, 45, 6
52982, 35, 8
294872, 10, 5
75637, 25, 7
81888, 5, 4
488407, 60, 11
270744, 30, 12
482028, 60, 6
467754, 65, 10
80711, 65, 8
231677, 30, 10
96589, 12, 12
148343, 3, 3
103826, 25, 10
349696, 10, 6
79117, 50, 8
86091, 50, 7
55702, 16, 6
64094, 23, 15
24549, 65, 6
110201, 20, 3
449468, 50, 11
193005, 15, 4
28830, 65, 13
293705, 5, 5
336746, 65, 8
60043, 65, 5
253807, 65, 8
43581, 60, 6
499009, 65, 14
201258, 27, 14
388392, 40, 7
336517, 65, 8
136900, 30, 7
279969, 25, 7
328824, 25, 7
398450, 55, 12
2873, 0, 14
518641, 65, 11
138483, 65, 7
62987, 50, 9
440744, 15, 12
219768, 65, 12
364934, 15, 3
112727, 22, 11
116886, 25, 5
126155, 65, 4
405535, 50, 16
340328, 12, 4
149889, 65, 12
280161, 20, 8
410656, 47, 9
17567, 10, 9
251512, 8, 4
191272, 65, 16
293660, 31, 11
354944, 60, 9
310051, 10, 8
96737, 60, 16
274044, 50, 9
211700, 5, 4
123068, 65, 7
35852, 65, 6
109365, 20, 6
175034, 45, 6
79171, 55, 10
334126, 35, 18
397867, 65, 4
90121, 15, 7
273342, 65, 5
353273, 4, 5
343969, 40, 12
176650, 25, 8
177294, 60, 8
276783, 65, 15
189847, 50, 9
60440, 50, 3
242332, 65, 12
471828, 5, 4
364244, 10, 6
372781, 65, 11
18121, 65, 12
434393, 40, 4
108096, 65, 14
393464, 25, 11
187822, 17, 5
391343, 65, 11
369681, 17, 7
69175, 35, 12
316718, 65, 12
117241, 40, 6
153575, 17, 5
112862, 50, 8
149910, 30, 9
222677, 65, 9
45065, 65, 19
186179, 20, 8
246247, 20, 6
55013, 65, 15
335403, 65, 6
67059, 40, 11
58426, 30, 7
109063, 65, 8
150351, 55, 11
418002, 50, 11
281387, 15, 2
14174, 40, 13
70669, 65, 12
370317, 35, 4
282260, 40, 14
10789, 25, 6
89371, 20, 5
170177, 8, 7
285465, 65, 9
30794, 15, 6
391101, 40, 6
213737, 65, 4
78715, 65, 18
311151, 28, 16
455232, 35, 10
205835, 38, 14
103747, 65, 9
251247, 20, 7
414283, 30, 7
307943, 40, 7
38854, 19, 9
3137, 0, 24
212298, 4, 5
73049, 65, 7
391561, 60, 9
326932, 45, 12
9975, 30, 10
423414, 35, 9
478072, 55, 12
425519, 10, 7
292278, 40, 10
222279, 65, 12
322653, 19, 9
59280, 25, 5
390305, 50, 10
223657, 25, 9
372047, 50, 8
279809, 65, 14
153311, 17, 7
76862, 20, 7
55749, 4, 4
109867, 5, 6
302413, 35, 9
438120, 40, 8
15692, 45, 7
249326, 60, 15
230048, 30, 10
71496, 20, 11
64656, 30, 8
376927, 35, 7
182356, 60, 11
70849, 25, 10
306732, 25, 9
343331, 20, 7
199370, 63, 4
292979, 20, 6
158304, 30, 11
317988, 65, 6
161474, 50, 12
32307, 25, 6
112139, 15, 10
50431, 30, 8
62735, 9, 5
283859, 17, 4
359209, 12, 6
94128, 55, 10
514192, 5, 7
101699, 40, 10
208522, 65, 4
460395, 65, 5
98177, 65, 11
52542, 65, 14
87867, 55, 15
37159, 50, 5
388439, 45, 8
156123, 5, 4
136955, 30, 13
321054, 25, 11
242632, 65, 8
160186, 65, 8
244900, 65, 8
155661, 60, 7
336296, 65, 9
19401, 65, 9
501092, 45, 4
193590, 40, 12
289065, 40, 6
297379, 15, 12
201007, 50, 6
90042, 45, 12
314369, 50, 16
229513, 40, 4
455325, 10, 10
369657, 50, 11
355807, 65, 6
223505, 65, 11
181708, 20, 4
206066, 40, 7
379364, 20, 10
356554, 20, 9
414553, 30, 12
64262, 20, 14
430117, 65, 11
48133, 5, 4
183584, 35, 10
291632, 25, 6
64566, 30, 7
58086, 40, 5
90067, 65, 12
341263, 25, 7
338885, 20, 6
240110, 45, 8
298866, 27, 5
497009, 63, 5
366101, 65, 9
414785, 20, 7
112500, 10, 9
177373, 25, 10
286379, 27, 4
39836, 50, 12
25686, 65, 3
199392, 35, 12
510895, 20, 12
135059, 5, 3
47057, 5, 4
146766, 35, 6
165686, 65, 12
66914, 5, 6
74540, 65, 12
477085, 5, 4
308289, 25, 8
7616, 15, 16
27848, 65, 8
219250, 65, 5
334668, 20, 10
302800, 65, 21
142947, 65, 10
188124, 30, 7
154387, 30, 19
201788, 50, 17
22771, 65, 15
2705, 0, 9
53154, 17, 11
186615, 45, 6
97185, 60, 7
327975, 17, 6
343448, 5, 8
353387, 2, 3
508312, 65, 13
231225, 30, 7
83113, 55, 6
379443, 20, 3
314547, 65, 10
387080, 35, 6
309558, 2, 5
368021, 5, 5
208159, 5, 4
330230, 40, 10
131976, 20, 13
449722, 17, 4
304536, 15, 3
363760, 27, 7
57358, 55, 5
356031, 45, 13
248154, 7, 4
275052, 65, 6
98291, 65, 6
328600, 65, 14
147034, 25, 12
399533, 65, 12
312178, 10, 5
51214, 25, 10
486549, 65, 7
76225, 17, 5
257251, 30, 14
471444, 15, 7
179303, 55, 10
447916, 15, 7
392769, 30, 9
91925, 28, 8
411393, 35, 14
60105, 20, 12
96321, 40, 9
249325, 65, 10
384254, 65, 10
412026, 60, 5
89708, 65, 12
42242, 5, 5
449287, 5, 4
97699, 10, 6
358192, 65, 13
8842, 5, 4
356697, 45, 13
363527, 25, 5
80342, 20, 8
344057, 60, 8
394477, 30, 9
91892, 45, 14
384232, 65, 20
9104, 38, 6
431014, 35, 9
106607, 15, 4
321752, 20, 7
153505, 45, 11
72039, 5, 5
471350, 65, 11
82352, 20, 9
27743, 15, 10
254932, 2, 3
314428, 40, 14
285530, 30, 8
381997, 65, 9
8224, 50, 10
170858, 65, 7
96854, 20, 5
446571, 15, 5
213348, 20, 3
210032, 20, 14
129975, 65, 10
460685, 40, 15
155409, 9, 3
356418, 65, 11
324599, 60, 10
42121, 15, 6
65686, 30, 13
53831, 55, 6
304889, 5, 5
169684, 60, 11
133269, 30, 8
120178, 65, 6
305010, 20, 7
85817, 35, 5
122486, 65, 10
155855, 6, 4
447539, 30, 7
49078, 50, 8
152372, 30, 6
230196, 8, 4
376804, 65, 9
216625, 40, 10
42007, 40, 14
70885, 35, 5
373861, 30, 11
136498, 40, 9
434083, 45, 7
159301, 65, 12
358641, 65, 5
180735, 50, 8
195010, 23, 8
171955, 25, 15
391157, 30, 8
80378, 65, 8
7494, 30, 7
252199, 10, 5
246688, 65, 3
383959, 35, 7
136432, 15, 7
207929, 3, 5
416980, 65, 11
149583, 60, 6
16797, 10, 6
176453, 10, 2
431299, 65, 13
35439, 35, 9
503944, 20, 8
10180, 65, 17
29777, 65, 2
235054, 35, 15
46956, 25, 13
74126, 65, 7
515167, 13, 5
142384, 20, 9
378949, 65, 7
350920, 65, 6
420601, 60, 6
279210, 5, 4
208086, 60, 10
426028, 10, 7
322960, 65, 9
274481, 65, 4
84247, 35, 7
194649, 65, 17
196474, 35, 7
170702, 28, 6
225189, 28, 7
201066, 65, 4
23526, 55, 6
137630, 22, 4
60402, 10, 11
205034, 65, 8
283657, 65, 13
265828, 10, 4
456285, 40, 7
339696, 5, 9
512982, 65, 14
54128, 20, 7
202165, 65, 8
160499, 40, 5
386834, 65, 9
115527, 65, 10
207150, 65, 6
88083, 65, 6
131161, 20, 6
136603, 15, 5
165845, 50, 13
328519, 60, 12
247894, 65, 14
178886, 35, 8
54521, 65, 10
342199, 65, 19
457337, 5, 4
160924, 60, 12
141735, 13, 8
255726, 17, 9
314233, 10, 6
170352, 65, 13
426981, 55, 14
438292, 50, 6
159117, 65, 11
365259, 17, 5
8902, 35, 7
51076, 46, 6
162504, 65, 10
439177, 65, 20
150084, 25, 10
368871, 5, 5
300143, 22, 5
330494, 40, 11
414806, 65, 6
261422, 27, 14
232045, 15, 10
68469, 65, 15
168075, 20, 7
504547, 35, 12
380760, 50, 10
49136, 65, 23
306811, 65, 15
158536, 65, 10
242444, 5, 8
41691, 65, 7
91400, 65, 19
426469, 65, 16
175931, 3, 6
334941, 27, 7
323289, 65, 6
265982, 5, 5
161610, 65, 9
371410, 65, 4
487811, 40, 15
96689, 10, 11
30667, 30, 6
157877, 65, 3
433126, 50, 7
225863, 15, 8
314982, 40, 16
118421, 20, 7
18407, 65, 13
462997, 35, 11
67508, 2, 5
48508, 55, 5
388177, 50, 5
73184, 10, 9
207417, 50, 13
41777, 10, 7
102244, 65, 8
475369, 35, 11
238756, 45, 7
343537, 40, 11
303328, 40, 11
186385, 40, 16
222461, 50, 15
246657, 10, 6
204863, 18, 5
386312, 60, 7
31307, 30, 7
209806, 10, 4
129531, 25, 14
82509, 65, 11
164985, 65, 13
17470, 65, 12
403213, 5, 9
213922, 65, 4
457235, 5, 9
99750, 20, 5
286186, 65, 31
52841, 15, 7
467468, 30, 10
376812, 40, 12
404104, 25, 4
271013, 65, 11
35796, 65, 10
101360, 20, 5
69752, 35, 9
47604, 10, 7
109880, 45, 8
302900, 30, 11
142365, 65, 7
127260, 5, 13
51391, 10, 9
52403, 55, 25
248806, 45, 11
490169, 65, 7
377159, 35, 8
335442, 2, 6
371157, 65, 19
483664, 35, 8
243191, 25, 9
133908, 65, 11
215699, 10, 5
398775, 25, 10
98853, 65, 9
147194, 30, 10
256900, 65, 10
425712, 20, 5
159761, 22, 7
338134, 35, 8
191141, 40, 10
227307, 6, 5
188760, 65, 9
99972, 45, 8
212145, 25, 10
289372, 65, 12
330656, 50, 14
99859, 65, 5
503484, 5, 5
468226, 50, 16
432661, 10, 11
448301, 50, 17
282686, 20, 5
462351, 15, 6
47976, 65, 8
295953, 50, 9
128623, 65, 10
453758, 32, 9
212489, 30, 7
74706, 25, 9
272027, 30, 5
276384, 30, 14
203117, 30, 6
220088, 65, 5
46464, 65, 4
76930, 65, 11
382951, 65, 19
433338, 47, 6
72586, 10, 12
392784, 65, 15
411386, 65, 6
85586, 65, 5
217325, 60, 13
107393, 65, 6
133122, 45, 14
101104, 65, 10
439035, 10, 10
125772, 65, 3
152688, 65, 7
239645, 45, 5
34926, 50, 11
496376, 30, 12
142941, 65, 7
20432, 30, 6
230886, 65, 15
485341, 65, 9
136929, 20, 7
408471, 35, 7
393703, 30, 6
421190, 65, 17
403878, 25, 5
397754, 60, 10
266966, 55, 12
92496, 35, 8
207425, 35, 6
167300, 40, 12
114239, 40, 16
117215, 26, 12
172458, 65, 6
468008, 30, 8
12157, 40, 10
113706, 60, 14
25054, 16, 7
314244, 65, 9
83703, 35, 9
511846, 65, 7
105459, 65, 12
203625, 65, 13
219349, 17, 4
375587, 30, 4
318015, 65, 12
231367, 40, 12
50696, 30, 10
143203, 40, 8
21913, 50, 13
182165, 65, 15
448236, 50, 14
134849, 12, 7
14204, 65, 12
94185, 65, 16
277, 65, 7
151600, 45, 11
467097, 25, 5
156930, 65, 12
109736, 35, 7
356778, 10, 3
198468, 65, 13
375968, 30, 8
156590, 25, 10
435046, 6, 2
83693, 55, 11
3200, 30, 12
394813, 65, 11
112198, 60, 5
44705, 45, 6
405931, 10, 7
489995, 65, 2
143596, 50, 16
56125, 54, 12
456447, 35, 8
384257, 25, 13
44187, 15, 7
132937, 27, 9
115507, 65, 12
334721, 60, 22
224069, 65, 8
229567, 30, 9
294640, 40, 6
522710, 35, 11
95349, 30, 8
417790, 15, 4
135596, 35, 5
347937, 25, 10
259573, 17, 5
140080, 12, 3
135070, 35, 5
262911, 65, 15
39213, 65, 10
10867, 65, 9
193646, 65, 14
20004, 65, 13
306435, 8, 6
368675, 15, 10
242884, 65, 6
168810, 20, 11
310750, 20, 8
49709, 40, 2
316787, 37, 6
363093, 65, 16
23109, 65, 8
103951, 65, 9
287813, 30, 13
243345, 60, 14
98164, 3, 5
470158, 27, 6
243767, 10, 5
251998, 65, 12
106317, 65, 14
448262, 30, 6
394346, 25, 4
420371, 25, 13
14477, 65, 5
352121, 30, 7
377625, 30, 11
415958, 2, 4
192717, 65, 12
348105, 53, 5
4267, 30, 3
41969, 65, 9
349230, 4, 5
141024, 65, 11
208295, 60, 15
171914, 5, 6
449515, 65, 11
105035, 65, 10
128526, 7, 2
24217, 55, 6
147206, 5, 5
13426, 60, 5
227968, 65, 10
14031, 21, 7
397295, 25, 20
66045, 65, 10
134894, 65, 11
71724, 24, 9
460348, 55, 12
306707, 45, 7
415146, 30, 14
265630, 15, 5
215867, 30, 13
463590, 55, 7
417577, 65, 10
77047, 45, 8
256392, 17, 7
90633, 65, 15
493707, 20, 20
235994, 65, 8
334913, 15, 5
50464, 30, 10
156703, 15, 4
23331, 30, 9
156233, 20, 8
306178, 5, 4
76146, 15, 6
272752, 55, 11
101069, 15, 8
441910, 15, 9
482229, 10, 5
241258, 7, 5
239675, 60, 10
199803, 20, 9
349575, 25, 11
377711, 10, 9
503812, 65, 11
377797, 40, 9
170239, 45, 11
238324, 10, 8
264346, 65, 16
336007, 45, 6
128013, 65, 5
175809, 65, 10
283239, 65, 9
282989, 50, 16
248137, 60, 8
400434, 15, 7
306973, 25, 9
243599, 20, 7
62991, 25, 12
297877, 45, 12
428645, 20, 13
143616, 65, 5
240691, 25, 5
464200, 60, 10
235706, 45, 11
30771, 15, 3
455917, 5, 4
474171, 20, 4
98280, 65, 2
218529, 55, 15
56188, 65, 8
287397, 15, 7
253589, 65, 14
203241, 10, 5
256751, 40, 6
450247, 20, 6
157473, 55, 12
333634, 9, 8
53732, 65, 12
87640, 65, 8
449794, 65, 12
61353, 25, 7
439708, 65, 8
466974, 65, 16
487267, 40, 9
187601, 30, 9
29384, 40, 8
258625, 40, 12
502889, 65, 21
50470, 65, 17
194429, 20, 5
110318, 45, 14
346003, 55, 4
96691, 40, 11
221210, 30, 9
15060, 65, 9
312723, 65, 14
41421, 65, 16
210974, 30, 17
122183, 20, 6
434789, 65, 13
374207, 12, 10
142321, 35, 7
368153, 45, 10
28132, 3, 4
98216, 65, 11
187704, 65, 12
338646, 65, 9
248822, 65, 10
335865, 17, 4
57669, 60, 9
485323, 50, 14
42965, 45, 10
199022, 60, 6
89302, 45, 8
393809, 8, 4
380837, 34, 9
428097, 65, 12
234672, 40, 8
364647, 65, 6
231982, 15, 4
86216, 18, 8
328364, 23, 6
216630, 60, 15
105108, 50, 14
433223, 20, 10
428901, 5, 4
142148, 65, 11
128466, 30, 11
166157, 45, 15
213159, 22, 11
30047, 15, 9
287017, 20, 6
324943, 18, 11
183480, 25, 8
262919, 4, 6
408297, 15, 7
43058, 30, 8
455085, 65, 5
461159, 10, 12
336778, 40, 4
326254, 25, 13
36294, 25, 9
189951, 65, 5
227299, 35, 8
483271, 50, 9
208094, 5, 5
22650, 40, 7
427574, 40, 11
377636, 30, 11
306320, 65, 10
226768, 40, 6
43771, 30, 8
311403, 52, 11
213549, 20, 13
465427, 15, 8
101806, 30, 6
60930, 65, 8
295852, 65, 10
56743, 65, 14
172208, 30, 12
89377, 20, 5
12742, 5, 5
243394, 65, 9
55697, 55, 10
180309, 30, 9
398739, 65, 10
132961, 45, 12
68287, 65, 13
279834, 25, 7
56916, 60, 8
79301, 65, 7
344025, 23, 12
233666, 65, 8
201845, 12, 4
316337, 60, 16
119969, 65, 11
36381, 40, 10
227166, 5, 3
345208, 40, 4
12665, 15, 10
317779, 37, 6
315656, 5, 7
16422, 65, 17
412375, 28, 6
503085, 10, 10
46101, 33, 10
291490, 45, 15
141832, 40, 4
241520, 65, 8
134658, 65, 8
324055, 65, 10
246878, 30, 10
150478, 65, 9
282079, 60, 20
45428, 35, 10
108139, 65, 12
144305, 32, 11
165717, 65, 15
339177, 65, 13
416543, 65, 8
41626, 20, 6
268594, 10, 3
14198, 40, 6
111380, 40, 12
50104, 45, 5
240326, 35, 7
455671, 35, 2
129848, 65, 10
250133, 50, 11
518114, 25, 6
430264, 15, 6
266328, 65, 11
395169, 35, 9
168482, 35, 10
31219, 30, 10
136368, 65, 9
351553, 20, 8
494715, 15, 9
385050, 60, 15
8383, 35, 16
304365, 40, 12
457883, 40, 6
99201, 45, 11
394552, 3, 6
44005, 37, 8
111955, 15, 9
50283, 55, 7
125389, 50, 12
297994, 65, 9
416098, 65, 8
209351, 65, 8
264522, 65, 11
98510, 40, 11
56671, 35, 3
109486, 55, 7
449917, 40, 11
404984, 7, 3
440859, 55, 15
99556, 65, 11
184310, 30, 9
243584, 50, 11
118469, 30, 10
355988, 65, 11
7019, 0, 9
167228, 20, 6
185376, 45, 12
478268, 33, 7
268167, 45, 12
338868, 45, 9
247592, 15, 4
72041, 45, 12
389577, 15, 7
366750, 30, 14
159473, 10, 6
25360, 15, 9
293551, 45, 5
252861, 25, 9
467162, 25, 13
92140, 5, 4
18560, 40, 6
149092, 60, 15
51081, 15, 12
135111, 30, 6
333455, 15, 6
350590, 30, 14
218778, 65, 7
86379, 40, 7
488598, 20, 11
117006, 65, 17
29549, 30, 8
115546, 65, 13
168452, 50, 10
41992, 30, 9
394086, 41, 6
194001, 15, 8
264223, 40, 13
245542, 25, 13
30381, 60, 6
36623, 65, 8
304319, 25, 11
188686, 65, 7
156437, 25, 13
305216, 13, 7
119927, 65, 9
28427, 10, 3
341828, 35, 8
119432, 10, 10
382673, 20, 4
276657, 35, 10
444881, 40, 9
377471, 40, 6
248583, 45, 9
156571, 25, 5
25205, 60, 12
62344, 55, 13
417861, 14, 7
423365, 65, 21
381856, 5, 8
253421, 65, 9
276869, 15, 10
198712, 65, 6
278498, 65, 8
353862, 26, 15
375667, 7, 7
101037, 50, 12
167057, 35, 6
457873, 25, 7
80581, 36, 13
75418, 5, 6
102955, 65, 23
72253, 40, 6
155920, 10, 10
377518, 28, 9
313744, 30, 10
44925, 45, 13
109732, 17, 5
103219, 20, 11
49792, 60, 7
94187, 15, 9
528649, 65, 22
394817, 46, 9
366370, 65, 14
269459, 50, 10
374400, 65, 5
307752, 27, 12
86136, 30, 3
147877, 65, 10
283151, 65, 8
199001, 5, 6
44328, 15, 15
47872, 65, 9
334991, 45, 7
73347, 25, 7
424574, 30, 10
343898, 50, 10
169233, 55, 9
20149, 50, 6
378011, 25, 10
503566, 15, 13
176478, 20, 13
138415, 65, 15
315957, 15, 17
75731, 65, 12
112638, 65, 11
400651, 45, 14
86467, 1, 3
304110, 65, 6
200800, 50, 14
85731, 65, 6
26145, 17, 7
214418, 40, 9
153160, 10, 7
38190, 65, 7
229487, 40, 13
28305, 65, 9
253159, 30, 4
441685, 25, 10
61218, 65, 10
57679, 30, 5
103899, 40, 13
173132, 65, 16
215379, 15, 7
200220, 6, 3
327650, 15, 6
309425, 25, 4
172674, 25, 14
70761, 30, 8
187600, 65, 10
229779, 65, 9
289746, 35, 16
395053, 65, 7
71603, 50, 11
189520, 10, 7
212698, 50, 15
38495, 35, 10
80398, 65, 4
118477, 65, 17
191703, 12, 5
195766, 55, 11
333471, 30, 10
75701, 15, 7
330552, 10, 12
89937, 25, 3
331574, 60, 5
283029, 55, 15
406495, 65, 19
201468, 40, 11
374095, 65, 12
491721, 65, 18
97355, 40, 8
191913, 65, 8
208291, 65, 5
400011, 65, 8
176594, 65, 4
216419, 50, 14
233608, 40, 11
337144, 40, 6
352054, 30, 10
19120, 20, 10
84610, 65, 6
51272, 25, 3
328318, 10, 5
257163, 65, 13
217370, 65, 11
103961, 65, 8
283490, 65, 7
252924, 60, 15
142882, 11, 12
71613, 40, 9
235152, 40, 5
31082, 10, 4
131306, 10, 5
458468, 65, 9
461636, 65, 5
316432, 65, 10
72932, 60, 15
474318, 20, 9
